time [s],channel_4_data.input_current_ma,channel_4_data.output_current_ma,
1.268e-06,0,0,
0.00119685,0,0,
0.00200002,0,0,
0.003,0,0,
0.00400004,0,0,
0.00500002,0,0,
0.00600002,0,0,
0.00700003,0,0,
0.00800002,0,0,
0.00900001,0,0,
0.01,0,0,
0.011,0,0,
0.012,0,0,
0.013,0,0,
0.014,0,0,
0.015,0,0,
0.016,0,0,
0.017,0,0,
0.0180062,0,0,
0.0190001,0,0,
0.0200001,0,0,
0.021,0,0,
0.022,0,0,
0.023,0,0,
0.024,0,0,
0.025,0,0,
0.026,0,0,
0.027,0,0,
0.028,0,0,
0.029,0,0,
0.03,0,0,
0.0311931,0,0,
0.0320001,0,0,
0.0330001,0,0,
0.034,0,0,
0.035,0,0,
0.036,0,0,
0.037,0,0,
0.038,0,0,
0.039,0,0,
0.04,0,0,
0.041,0,0,
0.042,0,0,
0.043,0,0,
0.044,0,0,
0.045,0,0,
0.0460001,0,0,
0.0470001,0,0,
0.0480001,0,0,
0.049,0,0,
0.0501539,0,0,
0.051,0,0,
0.052,0,0,
0.053,0,0,
0.054,0,0,
0.055,0,0,
0.0560001,0,0,
0.0570001,0,0,
0.058,0,0,
0.0590001,0,0,
0.06,0,0,
0.061,0,0,
0.0620846,0,0,
0.063,0,0,
0.0640001,0,0,
0.0650001,0,0,
0.066,0,0,
0.067,0,0,
0.068,0,0,
0.0690001,0,0,
0.07,0,0,
0.0710001,0,0,
0.072,0,0,
0.0730001,0,0,
0.074,0,0,
0.075,0,0,
0.076,0,0,
0.077,0,0,
0.0780001,0,0,
0.0790001,0,0,
0.08,0,0,
0.0810001,0,0,
0.082,0,0,
0.0830199,0,0,
0.0840001,0,0,
0.085,0,0,
0.0860001,0,0,
0.0870001,0,0,
0.088,0,0,
0.089,0,0,
0.09,0,0,
0.091,0,0,
0.092,0,0,
0.093,0,0,
0.094,0,0,
0.095,0,0,
0.096,0,0,
0.0970001,0,0,
0.098,0,0,
